ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
30573,Defeat Rak'gor Bloodrazor,30572,0,0,22240,0,0
30574,Local Pet Mauler,0,10,8,0,0,0
30575,Durotar,30574,1,0,21389,0,0
30576,Azuremyst Isle,30574,1,0,21546,1,0
30577,Teldrassil,30574,1,0,21545,2,0
30578,Mulgore,30574,1,0,21543,3,0
30579,Bloodmyst Isle,30574,1,0,21547,4,0
30580,Northern Barrens,30574,1,0,21390,5,0
30581,Azshara,30574,1,0,21537,6,0
30582,Darkshore,30574,1,0,21536,7,0
30583,Ashenvale,30574,1,0,21391,8,0
30584,Stonetalon Mountains,30574,1,0,21529,9,0
30585,Feralas,30574,1,0,21392,10,0
30586,Thousand Needles,30574,1,0,21532,11,0
30587,Tanaris,30574,1,0,21533,12,0
30588,Southern Barrens,30574,1,0,21535,13,0
30589,Felwood,30574,1,0,21539,14,0
30590,Un'goro Crater,30574,1,0,21534,15,0
30591,Dustwallow Marsh,30574,1,0,21544,16,0
30592,Silithus,30574,1,0,21542,17,0
30593,Winterspring,30574,1,0,21540,18,0
30594,Mount Hyjal,30574,1,0,21538,19,0
30595,Uldum,30574,1,0,21541,20,0
30596,Elwynn Forest,30574,1,0,21548,21,0
30597,Westfall,30574,1,0,21549,22,0
30598,Redridge Mountains,30574,1,0,21550,23,0
30599,Duskwood,30574,1,0,21551,24,0
30600,Stranglethorn Vale,30574,1,0,21552,25,0
30601,Swamp of Sorrows,30574,1,0,21553,26,0
30602,Blasted Lands,30574,1,0,21554,27,0
30603,Burning Steppes,30574,1,0,21555,28,0
30604,Searing Gorge,30574,1,0,21556,29,0
30605,Badlands,30574,1,0,21557,30,0
30606,Dun Morogh,30574,1,0,21558,31,0
30607,Loch Modan,30574,1,0,21559,32,0
30608,Wetlands,30574,1,0,21560,33,0
30609,Twilight Highlands,30574,1,0,21561,34,0
30610,Arathi Highlands,30574,1,0,21562,35,0
30611,Hillsbrad Foothills,30574,1,0,21563,36,0
30612,The Hinterlands,30574,1,0,21564,37,0
30613,Silverpine Forest,30574,1,0,21565,38,0
30614,Tirisfal Glades,30574,1,0,21566,39,0
30615,Eastern Plaguelands,30574,1,0,21567,40,0
30616,Western Plaguelands,30574,1,0,21568,41,0
30617,Ghostlands,30574,1,0,21569,42,0
30618,Eversong Woods,30574,1,0,21570,43,0
30619,Hellfire Peninsula,30574,1,0,21571,44,0
30620,Zangarmarsh,30574,1,0,21572,45,0
30621,Terokkar Forest,30574,1,0,21573,46,0
30622,Nagrand,30574,1,0,21574,47,0
30623,Blade's Edge Mountains,30574,1,0,21575,48,0
30624,Netherstorm,30574,1,0,21576,49,0
30625,Shadowmoon Valley,30574,1,0,21577,50,0
30626,Borean Tundra,30574,1,0,21578,51,0
30627,Howling Fjord,30574,1,0,21579,52,0
30628,Dragonblight,30574,1,0,21580,53,0
30629,Sholozar Basin,30574,1,0,21581,54,0
30630,Grizzly Hills,30574,1,0,21582,55,0
30631,Zul'Drak,30574,1,0,21583,56,0
30632,The Storm Peaks,30574,1,0,21584,57,0
30633,Icecrown,30574,1,0,21585,58,0
30634,Deepholm,30574,1,0,21586,59,0
30635,The Jade Forest,30574,1,0,21587,60,0
30636,Valley of the Four Winds,30574,1,0,21588,61,0
30637,Karasang Wilds,30574,1,0,21589,62,0
30638,Kun-Lai Summit,30574,1,0,21590,63,0
30639,Dread Wastes,30574,1,0,21591,64,0
30640,Townlong Steppes,30574,1,0,21592,65,0
30641,Vale of Eternal Blossoms,30574,1,0,21593,66,0
30642,World Pet Mauler,0,60,8,0,0,0
30643,Durotar,30642,1,0,21389,0,0
30644,Azuremyst Isle,30642,1,0,21546,1,0
30645,Teldrassil,30642,1,0,21545,2,0
30646,Mulgore,30642,1,0,21543,3,0
30647,Bloodmyst Isle,30642,1,0,21547,4,0
30648,Northern Barrens,30642,1,0,21390,5,0
30649,Azshara,30642,1,0,21537,6,0
30650,Darkshore,30642,1,0,21536,7,0
30651,Ashenvale,30642,1,0,21391,8,0
30652,Stonetalon Mountains,30642,1,0,21529,9,0
30653,Feralas,30642,1,0,21392,10,0
30654,Thousand Needles,30642,1,0,21532,11,0
30655,Tanaris,30642,1,0,21533,12,0
30656,Southern Barrens,30642,1,0,21535,13,0
30657,Felwood,30642,1,0,21539,14,0
30658,Un'goro Crater,30642,1,0,21534,15,0
30659,Dustwallow Marsh,30642,1,0,21544,16,0
30660,Silithus,30642,1,0,21542,17,0
30661,Winterspring,30642,1,0,21540,18,0
30662,Mount Hyjal,30642,1,0,21538,19,0
30663,Uldum,30642,1,0,21541,20,0
30664,Elwynn Forest,30642,1,0,21548,21,0
30665,Westfall,30642,1,0,21549,22,0
30666,Redridge Mountains,30642,1,0,21550,23,0
30667,Duskwood,30642,1,0,21551,24,0
30668,Stranglethorn Vale,30642,1,0,21552,25,0
30669,Swamp of Sorrows,30642,1,0,21553,26,0
30670,Blasted Lands,30642,1,0,21554,27,0
30671,Burning Steppes,30642,1,0,21555,28,0
30672,Searing Gorge,30642,1,0,21556,29,0
30673,Badlands,30642,1,0,21557,30,0
30674,Dun Morogh,30642,1,0,21558,31,0
30675,Loch Modan,30642,1,0,21559,32,0
30676,Wetlands,30642,1,0,21560,33,0
30677,Twilight Highlands,30642,1,0,21561,34,0
30678,Arathi Highlands,30642,1,0,21562,35,0
30679,Hillsbrad Foothills,30642,1,0,21563,36,0
30680,The Hinterlands,30642,1,0,21564,37,0
30681,Silverpine Forest,30642,1,0,21565,38,0
30682,Tirisfal Glades,30642,1,0,21566,39,0
30683,Eastern Plaguelands,30642,1,0,21567,40,0
30684,Western Plaguelands,30642,1,0,21568,41,0
30685,Ghostlands,30642,1,0,21569,42,0
30686,Eversong Woods,30642,1,0,21570,43,0
30687,Hellfire Peninsula,30642,1,0,21571,44,0
30688,Zangarmarsh,30642,1,0,21572,45,0
30689,Terokkar Forest,30642,1,0,21573,46,0
30690,Nagrand,30642,1,0,21574,47,0
30691,Blade's Edge Mountains,30642,1,0,21575,48,0
30692,Netherstorm,30642,1,0,21576,49,0
30693,Shadowmoon Valley,30642,1,0,21577,50,0
30694,Borean Tundra,30642,1,0,21578,51,0
30695,Howling Fjord,30642,1,0,21579,52,0
30696,Dragonblight,30642,1,0,21580,53,0
30697,Sholozar Basin,30642,1,0,21581,54,0
30698,Grizzly Hills,30642,1,0,21582,55,0
30699,Zul'Drak,30642,1,0,21583,56,0
30700,The Storm Peaks,30642,1,0,21584,57,0
30701,Icecrown,30642,1,0,21585,58,0
30702,Deepholm,30642,1,0,21586,59,0
30703,The Jade Forest,30642,1,0,21587,60,0
30704,Valley of the Four Winds,30642,1,0,21588,61,0
30705,Karasang Wilds,30642,1,0,21589,62,0
30706,Kun-Lai Summit,30642,1,0,21590,63,0
30707,Dread Wastes,30642,1,0,21591,64,0
30708,Townlong Steppes,30642,1,0,21592,65,0
30709,Vale of Eternal Blossoms,30642,1,0,21593,66,0
30710,Defeat 2 Kor'thik Reavers within 10 seconds of each other,27446,2,0,21105,0,0
30711,Logged in during WoW's 9th Anniversary.,0,0,4,0,0,0
30712,Logged in during WoW's 9th Anniversary.,30711,1,0,22242,0,2
30720,,15229,50000,0,22256,7,3
30721,Defeat the Horde Boarding Party,0,0,4,0,0,0
30722,Defeat the Horde Boarding Party,30721,0,0,22257,0,0
30723,High Seas Scenario - Destroy the Horde Ship,0,0,4,0,0,0
30724,Horde Ship Destroyed,30723,1,0,22258,1,0
30732,Explosives Primed,30723,3,0,22262,0,0
30733,Defeat the Horde Captain,0,0,4,0,0,0
30734,Defeat Admiral Hagman,30733,1,0,22263,0,0
30736,Obtain 150 mounts. (A),0,0,4,0,0,0
30737,Obtain 150 mounts,30736,150,0,4787,0,1
30738,Obtain 150 mounts. (H),0,0,4,0,0,0
30739,Obtain 150 mounts,30738,150,0,4787,0,1
30748,Deaths from Hogger,2480,0,0,22267,2,0
30878,,24047,240,0,22275,1,2
30879,,24047,240,0,22276,2,2
30880,,24047,240,0,22277,3,2
30881,,24047,240,0,22278,4,2
30882,,24047,240,0,22279,5,2
30883,,24047,240,0,22280,6,2
30884,Vol'jin Scenario - Hill Walk Completed,0,0,4,0,0,0
30885,Find the Saurok Cave,30884,1,0,22281,0,0
30886,Vol'jin Scenario - Speak to Vol'jin,0,0,4,0,0,0
30887,Speak to Vol'jin,30886,0,0,22282,0,0
30888,Huojin Pandaren,2121,42000,0,19480,15,0
30889,Tushui Pandaren,5661,42000,0,19481,15,0
30939,Vol'jin Scenario - Boat Ride Completed,0,0,4,0,0,0
30940,Complete the Boat Ride,30939,1,0,22284,0,0
30948,Vol'jin Scenario - Arrive at 2nd Boss,0,0,4,0,0,0
30949,Find the Saurok Hatchery,30948,1,0,22287,0,0
30950,Vol'jin Scenario - Investigate Mogu Statues,0,0,4,0,0,0
30951,Investigate the West Statue,30950,1,0,22288,0,0
30952,Investigate the East Statue,30950,1,0,22289,1,0
30953,Kalimdor or EK Tamer,21517,1,8,0,4,64
30954,Vol'jin Scenario - Attempt to leave the Cave,0,0,4,0,0,0
30955,Leave the hatchery,30954,1,0,22291,0,0
30957,Zan'vess Step 1 - Horde,0,0,4,0,0,0
30958,Join the assault of Zan'vess,30957,1,0,22294,0,0
30959,Zan'vess Step 2 - Horde,0,0,4,0,0,0
30960,Destroy the Kyparite Quarry Sonic Control Towers,30959,1,0,22295,0,0
30961,Destroy the Whispering Stones Sonic Control Towers,30959,1,0,22296,1,0
30962,Destroy the Venomsting Pits Sonic Control Towers,30959,1,0,22297,2,0
30964,Zan'vess Step 4 - Horde,0,0,4,0,0,0
30965,Defeat Commander Tel'vrak,30964,1,0,22299,0,0
30966,Zan'vess Step 3 - Horde,0,0,4,0,0,0
30967,Defeat Team Leader Scooter,30966,1,0,22300,0,0
30968,Reach the Heart of Zan'vess,30966,1,0,22301,1,0
30977,,23002,4,0,22315,10,0
30983,Vanguard Commander Slain,0,1,8,0,0,0
30984,,30983,1,0,22317,0,2
30985,,30983,1,0,22318,1,2
30986,,30983,1,0,22319,2,2
30987,Assault Commander Slain,0,1,8,0,0,0
30988,,30987,1,0,22320,0,2
30989,,30987,1,0,22321,1,2
30990,,30987,1,0,22322,2,2
30991,Kor'kron Commander Slain,0,1,8,0,0,0
30992,,30991,1,0,22323,2,2
30993,,30991,1,0,22324,0,2
30994,,30991,1,0,22325,1,2
30995,Speak to King Wrynn,0,0,4,0,0,0
30996,Speak with King Wrynn,30995,1,0,22326,0,0
30997,Prepare the Defenses,0,2,4,0,0,0
30998,Jinyu trap constructed,30997,1,0,22327,0,2
30999,Gnomish trap constructed,30997,1,0,22328,1,2
31000,Pandaren trap constructed,30997,1,0,22329,2,2
31001,Night elf trap constructed,30997,1,0,22330,3,2
31002,Dwarven trap constructed,30997,1,0,22331,4,2
31004,Klaxxi Bonus Reputation,0,0,4,0,0,0
31005,Use the item to get 50% bonus Klaxxi rep on Klaxxi kill,31004,1,0,22335,0,256
31008,Reach the Sanctuary of Shadows,0,0,4,0,0,0
31009,Enter the Sanctuary of Shadows,31008,0,0,22336,0,0
31010,Prove the Warlocks were here...,0,0,4,0,0,2
31011,Find the Council of the Black Harvest's trail in the Sanctuary of Shadows,31010,0,0,22338,0,0
31012,Be escorted by Akama to the Reliquary,0,0,4,0,0,2
31013,Reach the Shrine,31012,0,0,22339,0,0
31014,Reach Reliquary Area Trigger,0,0,4,0,0,2
31015,,31014,0,0,22340,0,0
31017,Defeat the Revived Reliquary of Souls,0,0,4,0,0,2
31018,Acquire the Empowered Soulcore,31017,0,0,22341,0,0
31019,Wait for the Essence of Order to Attack,0,0,4,0,0,2
31020,Investigate the Shrine of Lost Souls.,31019,0,0,22344,0,0
31021,Return to the Halls of Anguish,0,0,4,0,0,0
31022,Find Akama,31021,0,0,22345,0,0
31023,Plunder the Temple,0,1,8,0,0,0
31024,Reach the end of the Den of Mortal Delights,31023,0,0,22464,1,0
31034,Arrive at the Summit of Black Temple,0,0,4,0,0,0
31035,Reach the Temple Summit,31034,0,0,22376,0,0
31046,fake criteria tree,0,0,4,0,0,0
31047,Dummy Tree,31046,0,0,22380,0,0
31048,Alliance Captain slain,22975,3,0,22381,1,0
31105,Defeat the Saurok Patrol,30568,0,0,22416,0,0
31106,,29474,1,0,22417,43,2
31107,,29474,1,0,22418,44,2
31108,Complete Taming the World (Hidden for reward),0,0,4,0,0,0
31109,,31108,1,0,22419,0,0
31110,Complete Aki the Chosen quest,0,0,4,0,0,0
31111,,31110,1,0,22420,0,2
31126,Statistic - Stone Guard kills (25N),0,0,4,0,0,0
31127,Cobalt Guardian (Stone Guard),31126,1,0,20352,0,2
31128,Statistic - Heroic Stone Guard kills (25),0,0,4,0,0,0
31129,Cobalt Guardian (Stone Guard),31128,1,0,20354,0,2
31130,Statistic - Feng the Accursed kills (25N),0,0,4,0,0,0
31131,Feng the Accursed,31130,1,0,20356,0,2
31132,Statistic - Heroic Feng the Accursed kills (25H),0,0,4,0,0,0
31133,Feng the Accursed,31132,1,0,20358,0,2
31134,Statistic - Gara'jal the Spiritbinder kills (25N),0,0,4,0,0,0
31135,Gara'jal the Spiritbinder,31134,1,0,20360,0,2
31136,Statistic - Heroic Gara'jal the Spiritbinder kills (25H),0,0,4,0,0,0
31137,Gara'jal the Spiritbinder,31136,1,0,20362,0,2
31138,Statistic - Four Kings kills (25N),0,0,4,0,0,0
31139,Four Kings,31138,1,0,20364,0,2
31140,Statistic - Heroic Four Kings kills (25H),0,0,4,0,0,0
31141,Four Kings,31140,1,0,20365,0,2
31142,Statistic - Elegon kills (25N),0,0,4,0,0,0
31143,Elegon,31142,1,0,20412,0,2
31144,Statistic - Heroic Elegon kills (25H),0,0,4,0,0,0
31145,Elegon,31144,1,0,20414,0,2
31146,Statistic - Will of the Emperor kills (25N),0,0,5,0,0,0
31147,Will of the Emperor,31146,1,0,20368,0,2
31148,Statistic - Heroic Will of the Emperor kills (25H),0,0,4,0,0,0
31149,Will of the Emperor,31148,1,0,20369,0,2
31150,Quests - Pandaria 5.1 - Operation: Shieldwall Campaign - Alliance,0,0,4,0,0,0
31151,Lion's Landing,31150,1,0,22424,0,16
31152,The Man With a Thousand Faces,31150,1,0,22425,1,16
31153,The Voice of the Gods,31150,1,0,22426,2,16
31154,Jaina's Hope,31150,1,0,22427,3,16
31155,The Korune,31150,0,4,0,4,8192
31156,The Korune,31155,1,0,22428,0,0
31158,The Korune,31155,1,0,22430,1,0
31159,Heart of the Alliance,31150,1,0,22431,5,16
31160,Secrets of the Past,31150,1,0,22432,6,16
31161,An Ancient Ally,31150,1,0,22433,9,16
31162,The Purge of Dalaran,31150,1,0,22538,8,16
31163,The Divine Bell,31150,1,0,22434,7,16
31165,In Search of Harmony,31825,1,0,22436,0,0
31166,Breath of Darkest Shadow,31150,1,0,22437,11,16
31167,Quests - Pandaria 5.1 - Dominance Offensive Campaign - Horde,0,0,4,0,0,0
31168,Domination Point,31167,1,0,22438,0,16
31169,The Voice of the Gods,31167,1,0,22439,1,16
31170,The Horde Is Family,31167,1,0,22440,2,16
31171,Blood For Blood,31167,0,4,0,3,8192
31172,Blood For Blood,31171,1,0,22441,0,0
31173,Blood For Blood,31171,1,0,22442,1,0
31174,Blood For Blood,31171,1,0,22443,2,0
31175,The Korune,31167,1,0,22448,4,16
31176,Pride,31167,1,0,22449,5,16
31177,Rise of the Blood Elves,31167,1,0,22450,6,16
31178,Secrets of the Past,31167,1,0,22451,7,16
31179,The Divine Bell,31167,1,0,22452,8,16
31180,The Darnassus Operation,31167,1,0,22453,9,16
31181,Breath of Darkest Shadow,31167,1,0,22454,11,16
31182,Defeat Opposing Faction's Champions,0,1,4,0,0,0
31183,Champion of Arms slain,31182,1,8,0,0,8192
31184,,31183,1,0,22455,0,0
31185,,31183,1,0,22456,1,0
31186,Champion of the Shadows slain,31182,1,8,0,1,8192
31187,,31186,1,0,22457,0,0
31188,,31186,1,0,22458,1,0
31189,Champion of the Light slain,31182,1,8,0,2,8192
31190,,31189,1,0,22459,0,0
31191,,31189,1,0,22460,1,0
31192,Defeat Scargore,0,0,4,0,0,0
31193,Defeat Commander Scargash,31192,1,0,22461,0,0
31194,Fly through the discs above the Engine of Nalak'sha on Mogu'shan Vaults on Normal or Heroic difficulty.,0,0,4,0,0,0
31195,Fly through the discs above the Engine of Nalak'sha.,31194,1,0,22462,0,2
31196,Scenario - Fort (A) - 01: Join Daggin,0,0,4,0,0,0
31197,Join Daggin Windbeard,31196,1,0,22463,0,0
31200,Loot as much as you can,31023,0,0,22382,0,0
31202,Scenario - Fort (A) - 02: Join Taylor,0,0,4,0,0,0
31203,Join Admiral Taylor,31202,1,0,22466,0,0
31206,Fetish Shaman pet,24865,0,0,22467,1,2
31207,Collect All Classic Raid Battle Pets,0,0,4,0,0,0
31208,Mini Mindslayer,31207,1,0,22468,0,0
31209,Anubisath Idol,31207,1,0,22469,1,0
31210,Giant Bone Spider,31207,1,0,22470,2,0
31211,Fungal Abomination,31207,1,0,22471,3,0
31213,Stitched Pup,31207,1,0,22473,4,0
31214,Harbinger of Flame,31207,1,0,22474,5,0
31215,Corefire Imp,31207,1,0,22475,6,0
31216,Ashstone Core,31207,1,0,22476,7,0
31217,Untamed Hatchling,31207,1,0,22477,8,0
31218,Chrominius,31207,1,0,22478,9,0
31219,Death Talon Whelpguard,31207,1,0,22479,10,0
31220,Viscidus Globule,31207,1,0,22480,11,0
31225,Pandaren Spirit Tamer,0,0,4,0,0,0
31226,,31225,0,0,22482,0,2
31227,Zan'vess Step 1 - Alliance,0,0,4,0,0,0
31228,Join the assault of Zan'vess,31227,1,0,22294,0,0
31229,Zan'vess Step 2 - Alliance,0,0,4,0,0,0
31230,Destroy the Kyparite Quarry Sonic Control Towers,31229,1,0,22295,0,0
31231,Destroy the Whispering Stones Sonic Control Towers,31229,1,0,22296,1,0
31232,Destroy the Venomsting Pits Sonic Control Towers,31229,1,0,22297,2,0
31233,Zan'vess Step 3 - Alliance,0,0,4,0,0,0
31234,Defeat Squad Leader Bosh,31233,1,0,22483,0,0
31235,Reach the Heart of Zan'vess,31233,1,0,22301,1,0
31236,Zan'vess Step 4 - Alliance,0,0,4,0,0,0
31237,Defeat Commander Tel'vrak,31236,1,0,22299,0,0
31238,Defeat the following rare brawl bosses. (Season 1),0,0,4,0,0,0
31239,Epicus Maximus,31238,1,0,22574,0,16
31240,Disruptron,31238,1,0,22575,1,16
31241,Millhouse Manastorm,31238,1,0,22576,2,16
31242,Zen'shar,31238,1,0,22577,3,16
31243,Statistic - Imperial Vizier Zor'lok kills (25N),0,0,4,0,0,0
31244,Imperial Vizier Zor'lok,31243,1,0,20372,0,2
31245,Statistic - Heroic Imperial Vizier Zor'lok kills (25H),0,0,4,0,0,0
31246,Imperial Vizier Zor'lok,31245,1,0,20373,0,2
31247,Statistic - Blade Lord Ta'yak kills (25N),0,0,4,0,0,0
31248,Blade Lord Ta'yak,31247,1,0,20375,0,2
31249,Statistic - Heroic Blade Lord Ta'yak kills (25H),0,0,4,0,0,0
31250,Blade Lord Ta'yak,31249,1,0,20377,0,2
31251,Statistic - Garalon kills (25N),0,0,4,0,0,0
31252,Garalon,31251,1,0,20379,0,2
31253,Statistic - Heroic Garalon kills (25H),0,0,4,0,0,0
31254,Garalon,31253,1,0,20381,0,2
31255,Statistic - Wind Lord Mel'jarak kills (25N),0,0,4,0,0,0
31256,Wind Lord Mel'jarak,31255,1,0,20383,0,2
31257,Statistic - Heroic Wind Lord Mel'jarak kills (25H),0,0,4,0,0,0
31258,Wind Lord Mel'jarak,31257,1,0,20385,0,2
31259,Statistic - Amber-Shaper Un'sok kills (25N),0,0,4,0,0,0
31260,Amber-Shaper Un'sok,31259,1,0,20387,0,2
31261,Statistic - Heroic Amber-Shaper Un'sok kills (25H),0,0,4,0,0,0
31262,Amber-Shaper Un'sok,31261,1,0,20389,0,2
31263,Statistic - Grand Empress Shek'zeer kills (25N),0,0,5,0,0,0
31264,Grand Empress Shek'zeer,31263,1,0,20391,0,2
31265,Statistic - Heroic Grand Empress Shek'zeer kills (25H),0,0,4,0,0,0
31266,Grand Empress Shek'zeer,31265,1,0,20393,0,2
31267,Statistic - Protectors of the Endless kills (25N),0,0,4,0,0,0
31268,Protectors of the Endless,31267,1,0,20395,0,2
31269,Statistic - Heroic Protectors of the Endless kills (25H),0,0,4,0,0,0
31270,Protectors of the Endless,31269,1,0,20397,0,2
31271,Statistic - Tsulong redemptions (25N),0,0,4,0,0,0
31272,Nalomoni,31271,1,0,20399,0,2
31273,Statistic - Heroic Tsulong redemptions (25H),0,0,4,0,0,0
31274,Nalomoni,31273,1,0,20401,0,2
31275,Statistic - Lei Shi redemptions (25N),0,0,4,0,0,0
31276,Lei Shi,31275,1,0,20403,0,2
31277,Statistic - Heroic Lei Shi redemptions (25H),0,0,4,0,0,0
31278,Lei Shi,31277,1,0,20405,0,2
31279,Statistic - Sha of Fear kills (25N),0,0,4,0,0,0
31280,Sha of Fear,31279,1,0,20407,0,2
31281,Statistic - Heroic Sha of Fear kills (25H),0,0,4,0,0,0
31282,Sha of Fear,31281,1,0,20409,0,2
31283,Scenario - Fort (A) - 03: Reclaim Court,0,0,4,0,0,0
31284,South Attackers slain,31283,1,0,22484,1,0
31285,East Attackers slain,31283,1,0,22485,0,0
31286,West Attackers slain,31283,1,0,22486,2,0
31288,"Scenario - Fort (A) - 04: Join Twinbraid, Boss 01",0,0,4,0,0,0
31289,High Marshal Twinbraid located,31288,1,0,22488,0,0
31290,Assault Commander slain,31288,1,0,22487,1,0
31291,Scenario - Fort (A) - 07: Waves & Boss,0,0,4,0,0,0
31292,Wave One slain,31291,1,0,22489,0,0
31293,Wave Two slain,31291,1,0,22490,1,0
31294,Wave Thee slain,31291,1,0,22491,2,0
31295,Horde Commander slain,31291,1,0,22492,3,0
31296,Scenario - Fort (A) - 05: Legwork,0,0,4,0,0,0
31297,Amber's report gathered,31296,1,0,22493,0,0
31298,Mishka's report gathered,31296,1,0,22494,1,0
31299,Sully's report gathered,31296,1,0,22495,2,0
31300,Scenario - Fort (A) - 06: Setting Up,0,0,4,0,0,0
31301,Rockets placed,31300,1,0,22496,2,0
31302,Bombs placed,31300,1,0,22497,0,0
31303,Boomsticks placed,31300,1,0,22498,1,0
31304,Scenario - Fort (A) - Wave 01,0,0,4,0,0,0
31305,,31304,1,0,22489,0,2
31306,Scenario - Fort (A) - Wave 02,0,0,4,0,0,0
31307,,31306,1,0,22490,0,2
31308,Scenario - Fort (A) - Wave 03,0,0,4,0,0,0
31309,,31308,1,0,22491,0,2
31310,Exploration - Pandaria - (Not Lost) Treasures (1),0,1,8,0,0,0
31311,Ship's Storage,31310,1,0,20895,0,2
31312,Ancient Pandaren Tea Pot,31310,1,0,20898,1,2
31313,Lucky Pandaren Coin,31310,1,0,20899,2,2
31314,Pandaren Ritual Stone,31310,1,0,20902,3,2
31315,Virmen Treasure Cache,31310,1,0,20903,4,2
31316,Saurok Stone Tablet,31310,1,0,20906,5,2
31317,Hozen Treasure Cache,31310,1,0,20912,6,2
31318,Stolen Sprite Treasure,31310,1,0,20913,7,2
31319,Statue of Xuen,31310,1,0,20914,8,2
31320,Lost Adventurer's Belongings,31310,1,0,20916,9,2
31321,Rikktik's Tick Remover,31310,1,0,20917,10,2
31322,Ancient Mogu Tablet,31310,1,0,20918,11,2
31323,Terracotta Head,31310,1,0,20920,12,2
31324,Fragment of Dread,31310,1,0,20921,13,2
31325,Hardened Sap of Kri'vess,31310,1,0,20922,14,2
31326,Amber Encased Moth,31310,1,0,20924,15,2
31327,Abandoned Crate of Goods,31310,1,0,20925,16,2
31328,Hammer of Folly,31310,1,0,20926,17,2
31329,Exploration - Pandaria - (Not Lost) Treasures (5),0,5,8,0,0,0
31330,Ship's Storage,31329,1,0,20895,0,2
31331,Ancient Pandaren Tea Pot,31329,1,0,20898,1,2
31332,Lucky Pandaren Coin,31329,1,0,20899,2,2
31333,Pandaren Ritual Stone,31329,1,0,20902,3,2
31334,Virmen Treasure Cache,31329,1,0,20903,4,2
31335,Saurok Stone Tablet,31329,1,0,20906,5,2
31336,Hozen Treasure Cache,31329,1,0,20912,6,2
31337,Stolen Sprite Treasure,31329,1,0,20913,7,2
31338,Statue of Xuen,31329,1,0,20914,8,2
31339,Lost Adventurer's Belongings,31329,1,0,20916,9,2
31340,Rikktik's Tick Remover,31329,1,0,20917,10,2
31341,Ancient Mogu Tablet,31329,1,0,20918,11,2
31342,Terracotta Head,31329,1,0,20920,12,2
31343,Fragment of Dread,31329,1,0,20921,13,2
31344,Hardened Sap of Kri'vess,31329,1,0,20922,14,2
31345,Amber Encased Moth,31329,1,0,20924,15,2
31346,Abandoned Crate of Goods,31329,1,0,20925,16,2
31347,Hammer of Folly,31329,1,0,20926,17,2
31348,Exploration - Pandaria - (Not Lost) Treasures (10),0,10,8,0,0,0
31349,Ship's Storage,31348,1,0,20895,0,2
31350,Ancient Pandaren Tea Pot,31348,1,0,20898,1,2
31351,Lucky Pandaren Coin,31348,1,0,20899,2,2
31352,Pandaren Ritual Stone,31348,1,0,20902,3,2
31353,Virmen Treasure Cache,31348,1,0,20903,4,2
31354,Saurok Stone Tablet,31348,1,0,20906,5,2
31355,Hozen Treasure Cache,31348,1,0,20912,6,2
31356,Stolen Sprite Treasure,31348,1,0,20913,7,2
31357,Statue of Xuen,31348,1,0,20914,8,2
31358,Lost Adventurer's Belongings,31348,1,0,20916,9,2
31359,Rikktik's Tick Remover,31348,1,0,20917,10,2
31360,Ancient Mogu Tablet,31348,1,0,20918,11,2
31361,Terracotta Head,31348,1,0,20920,12,2
31362,Fragment of Dread,31348,1,0,20921,13,2
31363,Hardened Sap of Kri'vess,31348,1,0,20922,14,2
31364,Amber Encased Moth,31348,1,0,20924,15,2
31365,Abandoned Crate of Goods,31348,1,0,20925,16,2
31366,Hammer of Folly,31348,1,0,20926,17,2
31367,Exploration - Pandaria - (Not Lost) Treasures (All),0,18,8,0,0,0
31368,Ship's Storage,31367,1,0,20895,0,2
31369,Ancient Pandaren Tea Pot,31367,1,0,20898,1,2
31370,Lucky Pandaren Coin,31367,1,0,20899,2,2
31371,Pandaren Ritual Stone,31367,1,0,20902,3,2
31372,Virmen Treasure Cache,31367,1,0,20903,4,2
31373,Saurok Stone Tablet,31367,1,0,20906,5,2
31374,Hozen Treasure Cache,31367,1,0,20912,6,2
31375,Stolen Sprite Treasure,31367,1,0,20913,7,2
31376,Statue of Xuen,31367,1,0,20914,8,2
31377,Lost Adventurer's Belongings,31367,1,0,20916,9,2
31378,Rikktik's Tick Remover,31367,1,0,20917,10,2
31379,Ancient Mogu Tablet,31367,1,0,20918,11,2
